今日は仕事が忙しくて疲れました。,明日、明後日と、家族共々、家族で旅行に行くので、早めに寝ます。 まあ、明日も仕事ですからね。 今日は仕事が忙しくて疲れました。 明日、明後日と、家族そろって旅行に行くので、早めに寝ます。 それと、今日は仕事が忙しくて疲れました。 明日も仕事,62,2023-03-19 01:38:57,2023-03-19 01:38:57
AIの発展によって、人間と機械の関係はどう変わっていくのだろうか,<unk> 「<unk> 」(の<unk> )は、<unk>と対物交換を行う機械である。 その対象が機械であることを識別するために、通常は大文字の「(~)m」の頭文字を取って「マター」と呼ばれる。 機械的な機械とは異なり、人間の意志によって,35,2023-03-19 01:39:13,2023-03-19 01:39:13
今日はお店で美味しいものを食べました。, 私の誕生日に、親戚からの... 今日は、私の尊敬している方の結婚式でした!おめでとうございます(o^^o)... 今日は晴れてて、夏らしい日です。 海も近くて、とてもいいです<unk>... 4月も後半になりました。 そろそろ新しい生活が,14,2023-03-19 01:39:29,2023-03-19 01:39:29
最近、新しい出会いがあって嬉しいです。,今回、自分の好きな人を紹介されました。 私は昔から優しい人が好きだと言いますが、そう言ってもらえてうれしかったです。 どうしたらこんなに好かれますか。 私は、年上の人が好きです。理由は、年齢よりも若く見られるからです。年上が好きです。...,43,2023-03-19 01:39:46,2023-03-19 01:39:46
最近、新しい出会いがあって嬉しいです。,最近、ちょっとだけ、出会い系サイトを試してみようかと思っていたの... ハニートーストを食べると、幸せを感じるそうですので、今から食べてみようかと思っています。 先日、いつもお世話になっている美容師さんに、一緒にお出かけするという話をしてい,50,2023-03-19 01:40:02,2023-03-19 01:40:02
この間、友達とおしゃべりしていたら時間があっという間に過ぎました。,もうちょっと、気づいて、自分のことを振り返ってみたいと思います。 でも、今回は大丈夫。今日は本当にお友達のことをよく考えたんだよね。 今まで、自分のためにばかり生きてきたんだから、友達のことなど、全く考えてなかったわけですよね。 だけどね、,47,2023-03-19 01:40:19,2023-03-19 01:40:19
最近、友達との会話がとても刺激的です。,,74,2023-03-19 01:40:34,2023-03-19 01:40:34
最近、音楽を聴くことが癒しになっています。,自分の性格の傾向は、昔から音楽を聴くことで改善してきたと思います。 私が子供の頃も、カラオケで歌って、楽しさを覚えた記憶があります。 曲によっても異なると思いますが、カラオケで歌う音楽と違う音程を取ると「変に聞こえる」というか、音程がズレて,34,2023-03-19 01:40:43,2023-03-19 01:40:43
この間、自分自身が大切にすることを改めて思い出す時間を持ちました。,これから私たちが暮らす世界のいろいろな問題について考えたいと思います。 1回生のみなさんに、これからの社会について考えてもらいたいと思います。 1回生、2回生のみなさん、楽しい授業をありがとうございました。 昨晩は、3年生の代表生徒が2年次,96,2023-03-19 01:41:00,2023-03-19 01:41:00
最近、自分自身の成長を感じられるようになってきました。,私は、現在、大学3年生です。 夢を語らずに今はただ夢を語ってしまうくらいです。夢を持つことは大事ではあるのですが、現実を捉えながら、自分が今どこにいるのかということを考えてみてください。 私は、高校3年の夏からずっと東京にいてます。私は東京,51,2023-03-19 01:41:16,2023-03-19 01:41:16
今日は思わず笑ってしまう出来事がありました。,うちの社長は、朝と夜に必ずと言っていいほど、社員全員で会社の事務所の掃除をしてくれます。 私達人間の仕事が完璧にこなせるのも、社長のお陰ですね(*^_^*) 本日はあいにくの雨(>_<)お外は寒いですが、暖かい中での練習は気持ちが良い!! ,54,2023-03-19 01:41:33,2023-03-19 01:41:33
この間、家族と一緒に過ごす時間がとても幸せでした。,父が亡くなったあと、私は母の死を受け入れきれずにとても荒れた気持ちでいっぱいになっていました。 ですが、ある時父が作った詩が家族に愛の歌を届けてくれて、少しずつ気持ちが持ち直していきました。 私は詩を書くことが、とても得意だったので母の遺影,56,2023-03-19 01:41:49,2023-03-19 01:41:49
昨日は思いがけない出来事がありました。,うちの子が幼稚園でお友達と遊び始めたのです握手会で。 うちの子、いつも大体こんな感じなんです。 私「なんでそんな態度なの?」a「私、こないと思ってたから......」a「本気ですよ」私「えっ、本気で......」 うちの子が幼稚園でお友達と,95,2023-03-19 01:42:05,2023-03-19 01:42:05
昨日は友達と一緒にお店に行きました。,初めてでしたが結構... » more 日曜日の深夜0時前に店を出て、友人と少し話をして... » more 土曜日に友達(4歳)と約束し... » more 私は高校生の頃、友達に「好きな人ができたら」と 話したら「お姉ちゃん... » ,98,2023-03-19 01:42:22,2023-03-19 01:42:22
この間、自分自身が持っている才能に気づくことができました。,自分の内面に興味をもって、他人の欠点や欠点ではなく、自分の中のものについて意識的に受け入れるようになれたのです。 私は「自分が好きなもの」と「人から好まれる人」をセットにして、自分自身の魅力について捉えていました。 もちろん、好きなものとい,80,2023-03-19 01:42:39,2023-03-19 01:42:39
AIの発展によって、人間と機械の関係はどう変わっていくのだろうか,機械はなぜ人間の生命維持のためだけに存在するのだろうか 人間の存在が、機械の発展によって変わっていくというのは納得である。 機械と人間の、より強い関係が保たれているというのはもちろんわかるし、 そのことを考えることが楽しいのは、ただ機械を覗,7,2023-03-19 01:42:55,2023-03-19 01:42:55
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,自分はどんな仕事をしていくかをより明確に考えてみ、今後どのようにやって行きたいかという計画を立て、これから先の人生のキャリアに役立てることができればと思っています。 今までにも何回でも同じ失敗を繰り返している人。をおこなうかはあなた次第。失,49,2023-03-19 01:43:11,2023-03-19 01:43:11
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,私は、その日も1時30分から、1時間かけて「お金」について考えましたし、 「自分が本当に行きたいことをする」ということも、その1つです。 もしそれができなかった場合、また同じことにチャレンジしていかなければなりません。 なので、今、私にとっ,74,2023-03-19 01:43:27,2023-03-19 01:43:27
昨日は自分自身に課した目標に向けて頑張りました。,僕にとっては、自分の目標に向かって何事にもあきらめずに努力できたという事に感謝する日です。 目標達成の為の日々の努力と目標達成後からの1日1日を大切に生きよう。 今日は、昨日に引き続き4月8日(日)に東京国際フォーラムで開催される第4回「お,61,2023-03-19 01:43:43,2023-03-19 01:43:43
今日は早起きしてスッキリしました。,朝の10時から午後1時までずっと外で仕事をしているんですが、朝起きたら家の中が暑くて、これで家の中の冷房は本当に効いているのかと、若干不安になったぐらいでした。 でも外で仕事するにしても暑さは避けて通れないので、冷房は必須ですよね。 という,91,2023-03-19 01:43:59,2023-03-19 01:43:59
最近、読書が趣味になってきました。,以前から書店に行ったりはしていましたが、今は電子書籍で購入をして読むことも多くなりました。 最近は、紙の本だけでなく電子書籍も購入をして読むことも増えたのですが、ネットから検索などをしてしまうと、 読みたくても読みたい本のリストや本を探すの,92,2023-03-19 01:44:15,2023-03-19 01:44:15
この間、家族と一緒に過ごす時間がとても幸せでした。,子どもと一緒にいることが多くて、仕事にプライベートにと忙しく、本当に毎日が充実していたと思います。 でも毎日が充実していたとは言え、子どもに会うときは、常に何かを抱えていて、何かが私の悩みのタネになっていたと思います。 そう思っていたので、,12,2023-03-19 01:44:32,2023-03-19 01:44:32
最近、自分自身の強みを見つけることが大切だと思います。,自分探しをすると自分の中の当たり外れが見分けられてきます。また、自分の得意なことは周りから見てどう見えているか、など他の人がどうなのか、ということを知ることもできます。 もちろん、自分を見つけるために、まずは今自分がやっていること、自分が苦,46,2023-03-19 01:44:48,2023-03-19 01:44:48
昨日はひとりで映画を観に行きました。,昨日は、午前中、久しぶりに、映画を観に行こう~ ということで、昼過ぎからの出勤だったので、お昼を食べにお出かけ。 そして、お昼ご飯を・・・ というと、何かを思い浮かべて、また同じ場所へ... そういえば1年程前、2階にある小さなブックカフェ,30,2023-03-19 01:45:04,2023-03-19 01:45:04
今日はお気に入りの本を読んで過ごしました。,今日は、図書館で借りてきた本を一冊読みました。「未来への扉」 夢や願望を実現するために必要な、「未来への行動」について教えてくれます。 「未来への扉」の3冊の目次をご紹介します。参考にしてみてください。 「未来への扉」の3巻目は「夢ノート1,80,2023-03-19 01:45:21,2023-03-19 01:45:21
今日はおいしいスイーツを食べて、心がほっこりしました。,昨年は、お世話になった大好きな家族にも恵まれ、忙しい日々を過ごせたことに喜びを感じます。 いつものケーキやランチもおいしかったけれど、スイーツで心をもたないわけにはいかない!と、今回はお願いしました。 スイーツにプラス500円でコーヒーや紅,25,2023-03-19 01:45:40,2023-03-19 01:45:40
最近、自分自身の可能性に気づけるようになってきました。,そうならない為に自分で出来る事をしっかり考えて行動して行こうと思っています。 自分の人生は自分でコントロール出来ると感じ始めたのはつい最近でした。 今まで、自分の人生は自分で決めて歩んで行かなくちゃと思ってたけど、 自分のやりたい事を明確に,87,2023-03-19 01:45:55,2023-03-19 01:45:55
最近、自分自身について考えることが多い。,よく、自分が考えすぎていると自覚することが多かったので、改めて思考してみようと思い、書いてみることにした。 僕にとって一番重要なもののひとつが、自分が生まれて育った故郷であるということだ。 ここ最近は、北海道の北海道弁を聞けなかったので、嬉,31,2023-03-19 01:46:12,2023-03-19 01:46:12
最近、自分自身の弱みを認めることが自分自身を成長させるきっかけになると感じます。,自分自身は強くなりたいと思っているから、他人に弱みなんて見せたくないと思うのが本心だと思います。(20 代・会社員) 自分自身について「弱くていいんだ」と割り切ることで、自分の弱さを受け入れて、自分を生かす道を探し続けることができます。 弱,35,2023-03-19 01:46:29,2023-03-19 01:46:29
人間はなぜ夢を見るのか？その謎を解くための研究が進んでいる,_ #今夜 #夢占い 人には「夢」を見る時というのがあって、その時だけ、その人には何も伝わってきません その昔、夢の中で空に星が見え、その人の心も空から見上げる事ができていたのです その不思議な不思議な空間の中、心が空から吸い込まれて行って,94,2023-03-19 01:46:44,2023-03-19 01:46:44
最近、自分自身が本当にやりたいことを見つけることが大切だと思います。,皆様の中にも、学生時代に夢を見つけることができなかった方は少なくないと思いますが、これからの時代は、学生でも夢を叶えて夢を実現することができます。 この1年、今まで自分がやってきたことを信じて、夢や目標を見つけてくださいね。 また、6月上旬,100,2023-03-19 01:47:00,2023-03-19 01:47:00
今日は思わず笑ってしまう出来事がありました。,そうです、ある朝、私の隣の席に座っていたお母さんがその会話を聞かれるわけでもなく、私の顔をちっとも見ないで勝手に立ち上がり、その方に質問をしてきました。 その方は、お話ししながら私に「どうだった?」と聞いてきました。 するとそのお母さん。 ,84,2023-03-19 01:47:16,2023-03-19 01:47:16
この間、友達とおしゃべりしていたら時間があっという間に過ぎました。,最近、またお会い出来る機会が多いのでそのことをとても感じています。 まだまだ若いし、お肌はきれいだけど、やっぱり若い頃には勝てないんだよね。でも、今の肌に合った化粧品を使えば、きれいでかわいく若々しい、きれいになって毎日が楽しいですね!!(,5,2023-03-19 01:47:32,2023-03-19 01:47:32
最近、自分自身のために時間を取ることが大切だと思います。,どんなことがあっても前向きに頑張りたいですし、その頑張りは自分への自信にもつながるように思います。 私は何事もポジティブに考える性格ではないけれど、自分のために何かをする時間や場所を持つことは大切にしたいなって思います! みなさんも時間がで,5,2023-03-19 01:47:48,2023-03-19 01:47:48
今日は思わず笑ってしまう出来事がありました。,私が通っていた高校は生徒の8割が県外へ進学していました。 それはそれでいいのですが、同じクラスの子たちに話すと、なんと... そう、これだけは言えるのです。 『私は、お前が1番好きなんで!』 私はそう思ってました。(笑) ですが、ある日生徒,3,2023-03-19 01:48:05,2023-03-19 01:48:05
昨日は自分自身に課した目標に向けて頑張りました。,今回は、特に目的を持ってトレーニングしたわけではなく、いつもと同じ感じで走りました。 ペースが早いのは、やはり疲れやすいからでしょうか・・・・。 「あと30周ほどで3分切りです。」と指導員さんに言われ、少しペースを落として、1周2周の8分3,38,2023-03-19 01:48:21,2023-03-19 01:48:21
今日はおいしいランチを食べました。,私はコーヒーが大好きで、特にドリップコーヒーを飲むのは毎日のように飲んでます。 朝は起きてすぐにコーヒーを3杯飲んで、その後はいつもパンをたくさん食べます、、。 今日は、私のお気に入りのコーヒーのお店を紹介します、ここが今すごい噂になってい,14,2023-03-19 01:48:37,2023-03-19 01:48:37
昨日は久しぶりに好きな料理を作ってみました。,以前、紹介した「白玉団子」を食べてみました。 ご実家のお手伝いをされているご家族に、お手伝いのメニューやお手軽料理として、 美味しいレシピを... 今日は、久しぶりに、お料理教室へ行ってきました。 以前紹介した「カラッと揚げたピクルス」や、,16,2023-03-19 01:48:54,2023-03-19 01:48:54
ビールには健康に良い成分が含まれているって知ってた？,>ビールには健康に良い成分が含まれているって知ってた? > ビールには健康に良い成分が含まれているって知ってた? > > > サプリメントは1種類につき複数の健康成分を含有している場合があるよね? 俺の知り合いは毎日500mgのものを飲んで,47,2023-03-19 01:49:10,2023-03-19 01:49:10
今日は思わず笑ってしまう出来事がありました。,もう、私も何回も「笑う」という言葉を使っていますが、本当に笑ってしまいますよね。 その言葉がいつの間にか私の顔に刻まれ、その笑顔は言葉よりもずっと魅力的です。 ただその表情や仕草に、言葉では決してお話しすることはできない、私の心の葛藤や葛藤,64,2023-03-19 01:49:26,2023-03-19 01:49:26
今日は美味しい料理を作って、自分自身を褒めました。,明日、また、良い週末をお過ごしください。それでは、お休みなさい。 料理の味を褒めない訳にはいきませんから、頑張って、練習しました。 明日は良い週末ですが、その前にお洗濯をしま~す。そうしないと、風邪をひいてしまうからです。 最近、夕食を食べ,79,2023-03-19 01:49:43,2023-03-19 01:49:43
芸術作品の鑑賞は人間の感性を高める,。 絵画鑑賞は、芸術作品を鑑賞するための人間の能力開発に欠かせない。 特に、絵画は人々の思考能力を向上し、表現的才能を伸ばす。 人間の芸術作品は優れた芸術作品と無意味な芸術作品が混合した状態となり、芸術の芸術性は失われる、とモナ・リザは示唆,96,2023-03-19 01:49:59,2023-03-19 01:49:59
最近、自分自身に厳しくなってきました。,仕事は楽しく、やりがいがあり、幸せを感じている人もいました。 でも、会社に行くのが嫌です。 毎日、なんどいうこと、いうこと、考えています。 最近、会社で働くのが楽しくありません。 職場にいなければ、いいのに、と思う気持ちもあります。 私は「,0,2023-03-19 01:50:16,2023-03-19 01:50:16
昨日は家でゆっくり過ごしました。,外にも出てみたかったのですが、そんなわけにもいかず ハワード・ヒューズと彼の息子を主人公にした映画「12人の怒れる男」(原題:12 whole knife)を 昨日はずっと家で過ごしていました。といってもずっとベッドの中でした。 お風呂に入,89,2023-03-19 01:50:32,2023-03-19 01:50:32
この間、好きな音楽を聴きながら料理をしていました。,料理は苦手ではありませんが、音楽を聴きながら料理するのは、ほとんどしないのです。 というのも、昔は音楽がなければ、食事などできなかったのです。 この曲がなければ、日本中のすべての人が食事など出来なくなるくらい有名になった曲ですが、実はこの曲,12,2023-03-19 01:50:51,2023-03-19 01:50:51
昨日は好きな映画を見て、感動しました。,私にとっては「何十年ぶりかに見た映画」、 「20年越しの大好きな映画」でした。 「この映画は私に何をもたらしてくれたのでしょうか?」.... 映画が大好きな私は、自分の映画をいつも「誰か」が、何となく、見て、見て、笑ってくれる.... とっ,58,2023-03-19 01:51:07,2023-03-19 01:51:07
人工知能を勉強することは、今後のキャリアに有利だと思う,人工知能の最先端技術を勉強して、プログラミングを勉強することは、将来何かしらの職業に就くために役立つのは言うまでもありません。 これは人工知能がどんなものか知りたいだけに限らず、将来起業をする予定の人や、これから起業しようとしている人にも大,10,2023-03-19 01:51:24,2023-03-19 01:51:24
昨日は好きな人と一緒に過ごして、幸せな気持ちになりました。,昨日は一昨日のお話しで、私の周りの人たちをご紹介したいと思います(^^) 先日、お会いした方から、私はずっと同じことばかり考えていて、嫌な気分になることも多かったです。 でも、好きなことをするって、どんなに忙しくても全然苦じゃないし、私も全,80,2023-03-19 01:51:41,2023-03-19 01:51:41
昨日は良い天気だったね,,60,2023-03-19 01:51:56,2023-03-19 01:51:56
この間、面白い本を読みました。,以前、私が自分の子どもに見せた本も、「こっちだよ」と言って、読んでもらった絵本です。 自分の子供は、本の内容は大きすぎず、小さくても中身が面白い本でした。 それで、「図書館の本は何が違うの」と聞いたら、「この子にあったの」といいます。 私の,38,2023-03-19 01:51:59,2023-03-19 01:51:59
最近、音楽を聴くことが癒しになっています。,仕事終わりに、ふと思い出したら、いつの間にか時間が経っていて、 昔は、テレビで聞いているだけでしたが、最近は、寝る前の1〜2時間ぐらい? 自分の中に自分の音を取り入れることで、何時間も集中することってありますよね。 眠れないくらい深い感動を,27,2023-03-19 01:52:15,2023-03-19 01:52:15
昔は、道具を自分で作ることが当たり前だった,僕が子どもの手の届かないところへ道具を置かせてたんだと思う やむを得ない時、僕はどうしても道具を作らなければならない時がある 僕は物を作り、僕が自分で道具を作る。自分で作る。それが今の僕の居場所だ だから僕は道具を持たなかったんだ 僕とお前,12,2023-03-19 01:52:30,2023-03-19 01:52:30
この間、友達と美味しいものを食べた。,私の母親は本当に良い人で私を育ててくれたのかなとふとした時に思い出してしまうことがある。 私は中学3年生の冬に母親が入院し、その時に初めて親父と向き合う事ができた。 私は父に対して「ありがとう」と言ったけれど父は一度も感謝の気持ちを口にしな,1,2023-03-19 01:52:46,2023-03-19 01:52:46
今日はおいしいランチを食べました。,先日は、食事を頂いたのですが、とてもおいしゅうございました。 美味しいランチのあとは、お腹の調子も快調で、気持ちよくなってしまいました。 ありがとうございました。 おいしいランチのあとは、いつものコースをご紹介いたしましたね。 今日は、いつ,36,2023-03-19 01:53:01,2023-03-19 01:53:01
最近、自分自身のために時間を取ることが大切だと思います。,私は、今の自分を分析して、何ができるだろうと考えて自分の可能性や価値について考え中です。 あなたが今ある可能性を活かし、また、これから成長する過程で可能性を感じとることが、 ・あなたが「何をしたいか」「何をやったら良いか」をイメージしながら,79,2023-03-19 01:53:17,2023-03-19 01:53:17
最近、畑を始めたんだけど、自分で作った野菜はとても美味しいんだ,今日も野菜のお話をしたり・・・・。(まだ、野菜についての記事は一つしかないけど・・・) やっぱり、畑で野菜を作って収穫し、それを美味しくいただくのは楽しいんだね 野菜作り始めて、たくさんの事を体験し、たくさんの勉強をする事になったよ やっぱ,1,2023-03-19 01:53:32,2023-03-19 01:53:32
最近、自分自身を褒めることが大切だと思います。,"_ キレイになりたい 最近の私、おしゃれをしたい!と思っても、なかなかうまくいかない事が多く悩んでいました。 毎日鏡で自分の頭やお尻、胸を見ては落ち込んでいました。いつも自分ではダメだと思っていたんです。でも、お店の中の女性店員さんが ""こ",82,2023-03-19 01:53:47,2023-03-19 01:53:47
最近、糖質制限ダイエットをしているんだけど効果があるよ,糖質制限ダイエットに効果的な、ダイエットサプリメントについての記事です。 糖質制限ダイエットをしているときって、何かと健康を気にするものですよね。健康的に痩せることが出来るのなら、痩せたほうがいいですよね。 糖質制限ダイエットをしても痩せら,12,2023-03-19 01:54:02,2023-03-19 01:54:02
自己啓発書を読むと心が豊かになる気がする,_ ももさんのブログ 自己啓発の本を読むと心が豊かになる気がするって話、どこかで聞いたことありませんか? 僕はこれまで、自己啓発本にお金を使うことがどうしても出来ませんでした。 というわけで、自己啓発本を選ぶ時のコツを紹介していきたいと思い,19,2023-03-19 01:54:17,2023-03-19 01:54:17
最近、友達と過ごす時間が楽しみです。,休み時間に、友だちと楽しく話が弾んでいるのを見たときの「良かったなぁ〜」という、少しほっとする気持ちは、とても大きなものですよね。 とはいえ、私はあまり友達と遊んでいないから、友達が作れたり、友達と遊んだりしていることを実感することが少ない,1,2023-03-19 01:54:32,2023-03-19 01:54:32
この間、美味しいコーヒーを飲みました。,さて本日は、昨年の6月に開催した、コーヒーセミナーを、改めてご案内させていただきます。 ご参加を希望される方は、お早めにお問い合わせ、ご予約をお願いいたします。 次回、セミナー開催予定をお知らせいたしますので、宜しくお願い致します。 *12,35,2023-03-19 01:54:48,2023-03-19 01:54:48
この間、友達と美味しいものを食べた。,,49,2023-03-19 01:55:04,2023-03-19 01:55:04
人工知能を勉強することは、今後のキャリアに有利だと思う,最近は pcで手軽に ai の勉強ができる時代になってきたと思います。 google が ai を使っていても ai が使いすぎという感覚はあまりありません。 google が ai を使ったアプリを開発する理由は、ai を使いすぎではない,25,2023-03-19 01:55:08,2023-03-19 01:55:08
最近、自分自身の時間を大切にしています。,最近読んだ本で「仕事も恋愛も... 最近は「仕事が忙しくて、家事は後回し」みたいな家庭が増えています。 でもね、... 最近、結婚して専業主婦になった。というご夫婦から相談を受けることがあります。 ある時、私も... 恋愛をする時や好きな人,25,2023-03-19 01:55:23,2023-03-19 01:55:23
最近、自分自身を認めることが大切だと感じます。,私もそんな風に自分で決めていられるくらいのスキルを身につけたいです。 今日の記事は、私の経験をもとに、「今よりも良い生活を手に入れるための 目標を設定した時、それを実現するために何をしてこようかと、 あなたが幸せになるまで、この3つのことは,90,2023-03-19 01:55:39,2023-03-19 01:55:39
昨日は久しぶりに好きな料理を作ってみました。,今まで野菜を調理した事が無かったので最初は戸惑いもありましたが、普段の料理に生かせるかなと思いまし... ちょっと前に買った100均のキッチングッズを紹介します。 今回は、このキッチングッズを使ってお料理を楽しんでみようと思ったので、紹介し,2,2023-03-19 01:55:54,2023-03-19 01:55:54
最近、映画をよく観るようになりました。,好きな映画は、まだ沢山ありますが、今回の作品はちょっとマイナーな映画でしたの ので、ネタバレの無いレビューをしますね^^ おすすめです! 私は、昔からあまり映画を観るのは得意ではないので、ネタバレ無しで感想を書いて 行きたいと思います。 「,32,2023-03-19 01:56:09,2023-03-19 01:56:09
昨日は友達と一緒にお店に行きました。,とても楽しい時を過ごしました。 私は友人と一緒に楽しい時間を過ごすことができ、本当に良かったし、私はそれを非常にお得に感じました。 私たちのバーは夜遅くまで私たちと一緒にいた人たちは楽しんでいました。 私たちはこの場所を再びお勧めします。 ,99,2023-03-19 01:56:25,2023-03-19 01:56:25
最近、新しい本を読んでいるんだけど面白いんだ,_ ちょっと調べてみよう でね、こういう記事を書いていると、たいていの記事はネタバレに近い内容の記事ばっかりなのですね(笑)。 なのですね(笑)。なので、どうしても気になる本は読んでみても損は無いと思いますよ。 特に漫画はそういう事がない限,78,2023-03-19 01:56:41,2023-03-19 01:56:41
この間、好きな音楽を聴きながら料理をしていました。,私も一緒に食べたいと、母と2人でケーキ屋さんを回っていました。 好きな音楽だったら、途中で諦めたことはありません。私、今でも大好きですよ。 母が亡くなって4年が経ちました。突然亡くなったので、悲しみでいっぱいでした。 実家に帰ったとき、母の,82,2023-03-19 01:56:56,2023-03-19 01:56:56
今日は友達とおしゃべりして楽しかったです。, ありがとうございました。 そして、お気遣いまでしていただいて本当にありがとうございました!! とびっきり可愛いです♡ありがとうございました...続きを読む 昨日は、短い時間でしたがありがとうございました( ́∀<unk>) 話、いっぱいで,51,2023-03-19 01:57:12,2023-03-19 01:57:12
今日はとても良い天気でした。,天気は気持ちいいです。 仕事は忙しいですが、プライベートで時間があれば出かけます。 仕事が終わり、帰宅後はパソコンでプログラミングをしています。 昨日は夜ご飯にカニを食べに出かけました。 また一つ学... 今日は本当に良い天気になりました。,29,2023-03-19 01:57:27,2023-03-19 01:57:27
人間はなぜ夢を見るのか？その謎を解くための研究が進んでいる,,25,2023-03-19 01:57:42,2023-03-19 01:57:42
最近、自分自身のために時間を取ることが大切だと思います。,誰かに愛想をつかされたら、その気持ちにはこたえられないのではなかろうかと思います。 そうして生きていくには、どんなに時間がなくても、愛想を振りまいておかなければいけませんね。 きっと、誰の目にもかわいく輝いているあなたの姿が映ることでしょう,22,2023-03-19 01:57:45,2023-03-19 01:57:45
最近、音楽を聴くことが癒しになっています。,私の場合はクラシック音楽にハマってます。(^_^)v クラシックは昔から好きで、好きな曲だけ聴ける環境だったんです。 でも、その音楽の本質、魂を感じることができると、もっと好き。 でも、クラシック音楽の本質、魂というのを感じられるのは、最近,47,2023-03-19 01:58:00,2023-03-19 01:58:00
昨日は家事をしながら音楽を聴いていました。,昨夜の仕事から帰宅する途中で聴きたくなることが無かったのです。 それは私のピアノが今の自分に向いていると感じたのです。 毎日朝から晩までピアノを弾き続けてる自分に自信が持てたのです。 私としては ピアノが大好きだから... いつも聴いてもら,78,2023-03-19 01:58:16,2023-03-19 01:58:16
最近、忙しくてなかなか休めない。,仕事終わりに飲みに行ったり、休日は友達と遊んだり。 休日を満足に過ごせない。 仕事の合間や週末は趣味や家族との時間を大切にしたい。 そんなときは、忙しい中でも時間を作って少しでも気になることがあるのならば、その時間も仕事を頑張るチャンスに変,52,2023-03-19 01:58:31,2023-03-19 01:58:31
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,今までは、やりたいことが見つけられず、それを実現させようと努力するあまりに、無駄な努力を沢山していたと思います。 そしてその結果、自分に必要なものがわからず、ただお金を使っているだけだったと思います。 それでは本当にやりたいことは見つけられ,83,2023-03-19 01:58:47,2023-03-19 01:58:47
この間、自分自身が持っている才能に気づくことができました。,自分の本質や、自分のあり方を知ることで、新しい世界が見えることに気づきました。私は、今まで、気づいていませんでした。それが、ある時、気づきました。 それは、あなたが生まれて、あなたが成長していくことで、自然に生まれることです。 あなたが、私,7,2023-03-19 01:59:02,2023-03-19 01:59:02
最近、新しい本を読んでいるんだけど面白いんだ,... 続きを読む → 日本のお酒がアメリカで有名になったのは、アメリカの禁酒法の時なんだ... 続きを読む → 最近、会社の人に誘われて、映画館の「オーシャンズ8」を観てきたよ... 続きを読む → 最近よく行く映画館、シネクイント。平日,57,2023-03-19 01:59:17,2023-03-19 01:59:17
今日は美味しい料理を作って、自分自身を褒めました。,_ ごはんだよ 最近少し暖かい日も多いですが、まだまだ残暑がリーナさんには気を付けないといけないでしょう。 涼しい秋に向けて、まだまだ暑いので皆さん体調管理には十分に気をつけてください。 今日はとっても暑かったですが、本当に沢山の人、料理人,11,2023-03-19 01:59:33,2023-03-19 01:59:33
人間の脳はまだ解明されていない部分が多い,1 :風吹けば名無し@\(^o^)/ 2020年代はインターネットの普及率が1〜2割に下がり : ネッパキング 2020年代はインターネットの普及率が、4〜5割に落ち込む。 twitterは若年層を中心に高い支持を受けている。snsを使った,47,2023-03-19 01:59:48,2023-03-19 01:59:48
最近、自分自身の成長を感じられるようになってきました。,今日から学校が本格的に始まったので、学校に行きたくてウズウズしています。 今回は、3・4年生を対象に受験生必見!模擬試験をお届けしたいと思います。 まず、自己分析をしましょう!受験生の皆さんは、「なんとなく志望校が決まっている」、「志望校っ,99,2023-03-19 02:00:04,2023-03-19 02:00:04
最近、自分自身を褒めることが大切だと思います。,私は「やったことを褒められて、心強く、すごく勇気づけられた」という体験をしました。 その気持ちを誰にも伝えきれなくて、自分が「やった」という気持ちになるだけで、なんだか物凄く頑張ってやった、やる気を出すことができました。その日から私に「やっ,49,2023-03-19 02:00:19,2023-03-19 02:00:19
今日はお店で美味しいものを食べました。,写真が沢山あります! また、お店の雰囲気も良くて、お店の人と話もできて楽しい時間が過ごせました。 ありがとうございました~。 今日も沢山の方のお店を回ってきました! これから楽しい話が沢山できるといいな~。 &nbs... まだまだ寒いです,24,2023-03-19 02:00:34,2023-03-19 02:00:34
最近、糖質制限ダイエットをしているんだけど効果があるよ,_ 糖質制限ダイエットの効果を検証するブログ 糖質制限ダイエットが人気なのは、やっぱり「炭水化物は必要ない」というイメージが定着していることでしょう。 しかしそれは間違った考え方であり、糖質制限をすると血糖値の乱高下が改善されるので、食べ過,91,2023-03-19 02:00:50,2023-03-19 02:00:50
今日は思わず笑ってしまう出来事がありました。,電車の中での出来事です。 私の隣にいたお年寄りの男性がいました。 話を聞いてみると 私は電車に乗っていたのですが、後ろの方から何やら声をかけて... 今日は朝からとーっても気持ちがいい日です、みなさん、今日も一日がんばっていきましょう。 今,64,2023-03-19 02:01:05,2023-03-19 02:01:05
今日は家族と一緒に食事をしました。,ごめんなさい、私は何か言ったのだろうか? 私は恥ずかしがって聞きませんでした。 彼は気にもとめませんでした。 私は私と話すのに慣れているし、私たちの家族や職場の関係についてもっと話して欲しいと思っていました。 私は自分の名前を話すことはまだ,41,2023-03-19 02:01:21,2023-03-19 02:01:21
